coverage,genome_size,contig_name,contig_rank,contig_size,contig_prop,contig_cumsum,contig_cumsum_prop
5x,180779525,contig_939,1,92128,0.000509615,148370281,0.820725
5x,180779525,contig_949,1,92065,0.000509267,148462346,0.821234
5x,180779525,contig_796,1,91347,0.000505295,148553693,0.82174
5x,180779525,contig_266,1,89806,0.000496771,148643499,0.822236
5x,180779525,contig_640,1,89586,0.000495554,148733085,0.822732
5x,180779525,contig_1152,1,89176,0.000493286,148822261,0.823225
5x,180779525,contig_997,1,88593,0.000490061,148910854,0.823715
5x,180779525,contig_186,1,88227,0.000488036,148999081,0.824203
5x,180779525,contig_150,1,88166,0.000487699,149087247,0.824691
5x,180779525,contig_543,1,88041,0.000487008,149175288,0.825178
5x,180779525,contig_712,1,87737,0.000485326,149263025,0.825663
5x,180779525,contig_443,1,86899,0.00048069,149349924,0.826144
5x,180779525,contig_672,1,86693,0.000479551,149436617,0.826624
5x,180779525,contig_1065,1,86180,0.000476713,149522797,0.8271
5x,180779525,contig_1145,1,85320,0.000471956,149608117,0.827572
5x,180779525,contig_852,1,85120,0.00047085,149693237,0.828043
5x,180779525,contig_759,1,84684,0.000468438,149777921,0.828512
5x,180779525,contig_128,1,84534,0.000467608,149862455,0.828979
5x,180779525,contig_288,1,84331,0.000466485,149946786,0.829446
5x,180779525,contig_992,1,82739,0.000457679,150029525,0.829903
5x,180779525,contig_703,1,82590,0.000456855,150112115,0.83036
5x,180779525,contig_954,1,81802,0.000452496,150193917,0.830813
5x,180779525,contig_623,1,80337,0.000444392,150274254,0.831257
5x,180779525,contig_406,1,80235,0.000443828,150354489,0.831701
5x,180779525,contig_234,1,79618,0.000440415,150434107,0.832141
5x,180779525,contig_315,1,78410,0.000433733,150512517,0.832575
5x,180779525,contig_80,1,77526,0.000428843,150590043,0.833004
5x,180779525,contig_774,1,77421,0.000428262,150667464,0.833432
5x,180779525,contig_777,1,76888,0.000425314,150744352,0.833857
5x,180779525,contig_61,1,76393,0.000422576,150820745,0.83428
5x,180779525,contig_1000,1,76271,0.000421901,150897016,0.834702
5x,180779525,contig_583,1,76108,0.000420999,150973124,0.835123
5x,180779525,contig_863,1,75882,0.000419749,151049006,0.835543
5x,180779525,contig_682,1,74730,0.000413376,151123736,0.835956
5x,180779525,contig_513,1,73469,0.000406401,151197205,0.836362
5x,180779525,contig_880,1,73427,0.000406169,151270632,0.836769
5x,180779525,contig_901,1,73375,0.000405881,151344007,0.837174
5x,180779525,contig_783,1,72689,0.000402086,151416696,0.837577
5x,180779525,contig_1046,1,72384,0.000400399,151489080,0.837977
5x,180779525,contig_812,1,72375,0.00040035,151561455,0.838377
5x,180779525,contig_509,1,72337,0.000400139,151633792,0.838777
5x,180779525,contig_634,1,71945,0.000397971,151705737,0.839175
5x,180779525,contig_44,1,71755,0.00039692,151777492,0.839572
5x,180779525,contig_58,1,71577,0.000395935,151849069,0.839968
5x,180779525,contig_502,1,71566,0.000395874,151920635,0.840364
5x,180779525,contig_1045,1,70312,0.000388938,151990947,0.840753
5x,180779525,contig_361,1,69701,0.000385558,152060648,0.841139
5x,180779525,contig_275,1,69646,0.000385254,152130294,0.841524
5x,180779525,contig_497,1,68279,0.000377692,152198573,0.841902
5x,180779525,contig_762,1,68206,0.000377288,152266779,0.842279
5x,180779525,contig_418,1,68051,0.000376431,152334830,0.842655
5x,180779525,contig_565,1,67745,0.000374738,152402575,0.84303
5x,180779525,contig_737,1,67538,0.000373593,152470113,0.843404
5x,180779525,contig_479,1,67516,0.000373471,152537629,0.843777
5x,180779525,contig_528,1,66650,0.000368681,152604279,0.844146
5x,180779525,contig_718,1,65320,0.000361324,152669599,0.844507
5x,180779525,contig_923,1,64504,0.00035681,152734103,0.844864
5x,180779525,contig_482,1,63820,0.000353027,152797923,0.845217
5x,180779525,contig_79,1,63747,0.000352623,152861670,0.84557
5x,180779525,contig_207,1,63654,0.000352108,152925324,0.845922
5x,180779525,contig_71,1,63644,0.000352053,152988968,0.846274
5x,180779525,contig_604,1,63312,0.000350217,153052280,0.846624
5x,180779525,contig_469,1,63172,0.000349442,153115452,0.846973
5x,180779525,contig_942,1,62770,0.000347219,153178222,0.847321
5x,180779525,contig_20,1,62718,0.000346931,153240940,0.847668
5x,180779525,contig_145,1,62646,0.000346533,153303586,0.848014
5x,180779525,contig_947,1,62498,0.000345714,153366084,0.84836
5x,180779525,contig_922,1,62353,0.000344912,153428437,0.848705
5x,180779525,contig_1067,1,62312,0.000344685,153490749,0.849049
5x,180779525,contig_428,1,62081,0.000343407,153552830,0.849393
5x,180779525,contig_283,1,61886,0.000342329,153614716,0.849735
5x,180779525,contig_548,1,61311,0.000339148,153676027,0.850074
5x,180779525,contig_512,1,60448,0.000334374,153736475,0.850409
5x,180779525,contig_280,1,59185,0.000327388,153795660,0.850736
5x,180779525,contig_149,1,58622,0.000324273,153854282,0.85106
5x,180779525,contig_314,1,58000,0.000320833,153912282,0.851381
5x,180779525,contig_599,1,57651,0.000318902,153969933,0.8517
5x,180779525,contig_851,1,57613,0.000318692,154027546,0.852019
5x,180779525,contig_536,1,56345,0.000311678,154083891,0.85233
5x,180779525,contig_73,1,55511,0.000307065,154139402,0.852637
5x,180779525,contig_976,1,55274,0.000305754,154194676,0.852943
5x,180779525,contig_155,1,55235,0.000305538,154249911,0.853249
5x,180779525,contig_188,1,55031,0.000304409,154304942,0.853553
5x,180779525,contig_412,1,54861,0.000303469,154359803,0.853857
5x,180779525,contig_914,1,54501,0.000301478,154414304,0.854158
5x,180779525,contig_446,1,54332,0.000300543,154468636,0.854459
5x,180779525,contig_176,1,53983,0.000298612,154522619,0.854757
5x,180779525,contig_556,1,53868,0.000297976,154576487,0.855055
5x,180779525,contig_455,1,53664,0.000296848,154630151,0.855352
5x,180779525,contig_760,1,53313,0.000294906,154683464,0.855647
5x,180779525,contig_711,1,53109,0.000293778,154736573,0.855941
5x,180779525,contig_611,1,53055,0.000293479,154789628,0.856234
5x,180779525,contig_721,1,52909,0.000292671,154842537,0.856527
5x,180779525,contig_440,1,52617,0.000291056,154895154,0.856818
5x,180779525,contig_448,1,52467,0.000290226,154947621,0.857108
5x,180779525,contig_859,1,52009,0.000287693,154999630,0.857396
5x,180779525,contig_203,1,51949,0.000287361,155051579,0.857683
5x,180779525,contig_343,1,51704,0.000286006,155103283,0.857969
5x,180779525,contig_934,1,51436,0.000284523,155154719,0.858254
5x,180779525,contig_467,1,50916,0.000281647,155205635,0.858535
5x,180779525,contig_256,1,50687,0.00028038,155256322,0.858816
5x,180779525,contig_773,1,50334,0.000278428,155306656,0.859094
5x,180779525,contig_696,1,50218,0.000277786,155356874,0.859372
5x,180779525,contig_821,1,50109,0.000277183,155406983,0.859649
5x,180779525,contig_244,1,49587,0.000274295,155456570,0.859924
5x,180779525,contig_1103,1,49524,0.000273947,155506094,0.860197
5x,180779525,contig_576,1,49501,0.00027382,155555595,0.860471
5x,180779525,contig_807,1,49312,0.000272774,155604907,0.860744
5x,180779525,contig_927,1,49311,0.000272769,155654218,0.861017
5x,180779525,contig_1164,1,48783,0.000269848,155703001,0.861287
5x,180779525,contig_285,1,48750,0.000269665,155751751,0.861556
5x,180779525,contig_595,1,48123,0.000266197,155799874,0.861823
5x,180779525,contig_478,1,48044,0.00026576,155847918,0.862088
5x,180779525,contig_158,1,47939,0.000265179,155895857,0.862354
5x,180779525,contig_882,1,47062,0.000260328,155942919,0.862614
5x,180779525,contig_769,1,46833,0.000259061,155989752,0.862873
5x,180779525,contig_655,1,46066,0.000254819,156035818,0.863128
5x,180779525,contig_125,1,45974,0.00025431,156081792,0.863382
5x,180779525,contig_151,1,45854,0.000253646,156127646,0.863636
5x,180779525,contig_236,1,45658,0.000252562,156173304,0.863888
5x,180779525,contig_669,1,45592,0.000252197,156218896,0.86414
5x,180779525,contig_259,1,45502,0.000251699,156264398,0.864392
5x,180779525,contig_763,1,44855,0.00024812,156309253,0.86464
5x,180779525,contig_677,1,44763,0.000247611,156354016,0.864888
5x,180779525,contig_378,1,44626,0.000246853,156398642,0.865135
5x,180779525,contig_1053,1,44079,0.000243827,156442721,0.865379
5x,180779525,contig_813,1,44055,0.000243695,156486776,0.865622
5x,180779525,contig_999,1,44049,0.000243661,156530825,0.865866
5x,180779525,contig_727,1,43834,0.000242472,156574659,0.866108
5x,180779525,contig_843,1,43770,0.000242118,156618429,0.86635
5x,180779525,contig_57,1,43430,0.000240237,156661859,0.866591
5x,180779525,contig_707,1,43419,0.000240177,156705278,0.866831
5x,180779525,contig_348,1,43100,0.000238412,156748378,0.867069
5x,180779525,contig_898,1,43097,0.000238395,156791475,0.867308
5x,180779525,contig_1157,1,42351,0.000234269,156833826,0.867542
5x,180779525,contig_216,1,42304,0.000234009,156876130,0.867776
5x,180779525,contig_228,1,42077,0.000232753,156918207,0.868009
5x,180779525,contig_823,1,41691,0.000230618,156959898,0.868239
5x,180779525,contig_702,1,41583,0.000230021,157001481,0.868469
5x,180779525,contig_657,1,40657,0.000224898,157042138,0.868694
5x,180779525,contig_134,1,40142,0.000222049,157082280,0.868916
5x,180779525,contig_523,1,39805,0.000220185,157122085,0.869137
5x,180779525,contig_715,1,39522,0.00021862,157161607,0.869355
5x,180779525,contig_541,1,38732,0.00021425,157200339,0.869569
5x,180779525,contig_430,1,37985,0.000210118,157238324,0.869779
5x,180779525,contig_772,1,37682,0.000208442,157276006,0.869988
5x,180779525,contig_952,1,37474,0.000207291,157313480,0.870195
5x,180779525,contig_226,1,37161,0.00020556,157350641,0.870401
5x,180779525,contig_876,1,36725,0.000203148,157387366,0.870604
5x,180779525,contig_833,1,36063,0.000199486,157423429,0.870803
5x,180779525,contig_741,1,35830,0.000198197,157459259,0.871002
5x,180779525,contig_1135,1,35280,0.000195155,157494539,0.871197
5x,180779525,contig_875,1,34942,0.000193285,157529481,0.87139
5x,180779525,contig_419,1,34938,0.000193263,157564419,0.871583
5x,180779525,contig_332,1,34897,0.000193036,157599316,0.871776
5x,180779525,contig_303,1,34268,0.000189557,157633584,0.871966
5x,180779525,contig_1070,1,33293,0.000184164,157666877,0.87215
5x,180779525,contig_598,1,32744,0.000181127,157699621,0.872331
5x,180779525,contig_393,1,32486,0.0001797,157732107,0.872511
5x,180779525,contig_757,1,32224,0.00017825,157764331,0.872689
5x,180779525,contig_767,1,32123,0.000177692,157796454,0.872867
5x,180779525,contig_36,1,31797,0.000175888,157828251,0.873043
5x,180779525,contig_202,1,31266,0.000172951,157859517,0.873216
5x,180779525,contig_433,1,29821,0.000164958,157889338,0.873381
5x,180779525,contig_270,1,29571,0.000163575,157918909,0.873544
5x,180779525,contig_246,1,29295,0.000162048,157948204,0.873706
5x,180779525,contig_577,1,29204,0.000161545,157977408,0.873868
5x,180779525,contig_346,1,29175,0.000161384,158006583,0.874029
5x,180779525,contig_274,1,28989,0.000160356,158035572,0.87419
5x,180779525,contig_674,1,28250,0.000156268,158063822,0.874346
5x,180779525,contig_717,1,27650,0.000152949,158091472,0.874499
5x,180779525,contig_782,1,27564,0.000152473,158119036,0.874651
5x,180779525,contig_273,1,26612,0.000147207,158145648,0.874798
5x,180779525,contig_366,1,26522,0.000146709,158172170,0.874945
5x,180779525,contig_653,1,26399,0.000146029,158198569,0.875091
5x,180779525,contig_637,1,25714,0.00014224,158224283,0.875233
5x,180779525,contig_860,1,25287,0.000139878,158249570,0.875373
5x,180779525,contig_804,1,24711,0.000136691,158274281,0.87551
5x,180779525,contig_945,1,22712,0.000125634,158296993,0.875636
5x,180779525,contig_1003,1,21876,0.000121009,158318869,0.875757
5x,180779525,contig_161,1,20897,0.000115594,158339766,0.875872
5x,180779525,contig_1009,1,20821,0.000115173,158360587,0.875987
5x,180779525,contig_268,1,20461,0.000113182,158381048,0.876101
5x,180779525,contig_353,1,20077,0.000111058,158401125,0.876212
5x,180779525,contig_986,1,19743,0.00010921,158420868,0.876321
5x,180779525,contig_931,1,19253,0.0001065,158440121,0.876427
5x,180779525,contig_415,1,19088,0.000105587,158459209,0.876533
5x,180779525,contig_511,1,18591,0.000102838,158477800,0.876636
5x,180779525,contig_37,1,18525,0.000102473,158496325,0.876738
5x,180779525,contig_847,1,18285,0.000101145,158514610,0.876839
5x,180779525,contig_771,1,18077,9.99947e-05,158532687,0.876939
5x,180779525,contig_691,1,16957,9.37993e-05,158549644,0.877033
5x,180779525,contig_1034,1,16801,9.29364e-05,158566445,0.877126
5x,180779525,contig_1068,1,16741,9.26045e-05,158583186,0.877219
5x,180779525,contig_519,1,16712,9.24441e-05,158599898,0.877311
5x,180779525,contig_1015,1,15582,8.61934e-05,158615480,0.877397
5x,180779525,contig_1146,1,15243,8.43182e-05,158630723,0.877482
5x,180779525,contig_973,1,14751,8.15966e-05,158645474,0.877563
5x,180779525,contig_23,1,14720,8.14252e-05,158660194,0.877645
5x,180779525,contig_626,1,13617,7.53238e-05,158673811,0.87772
5x,180779525,contig_755,1,13415,7.42064e-05,158687226,0.877794
5x,180779525,contig_289,1,12830,7.09704e-05,158700056,0.877865
5x,180779525,contig_994,1,12501,6.91505e-05,158712557,0.877934
5x,180779525,contig_960,1,11512,6.36798e-05,158724069,0.877998
5x,180779525,contig_97,1,11225,6.20922e-05,158735294,0.87806
5x,180779525,contig_384,1,11028,6.10025e-05,158746322,0.878121
5x,180779525,contig_575,1,10746,5.94426e-05,158757068,0.878181
5x,180779525,contig_1086,1,10104,5.58913e-05,158767172,0.878236
5x,180779525,contig_254,1,9790,5.41544e-05,158776962,0.878291
5x,180779525,contig_385,1,9753,5.39497e-05,158786715,0.878345
5x,180779525,contig_977,1,9498,5.25391e-05,158796213,0.878397
5x,180779525,contig_485,1,9492,5.25059e-05,158805705,0.87845
5x,180779525,contig_827,1,9289,5.1383e-05,158814994,0.878501
5x,180779525,contig_591,1,9053,5.00776e-05,158824047,0.878551
5x,180779525,contig_1163,1,8899,4.92257e-05,158832946,0.8786
5x,180779525,contig_200,1,8757,4.84402e-05,158841703,0.878649
5x,180779525,contig_594,1,8751,4.8407e-05,158850454,0.878697
5x,180779525,contig_398,1,8205,4.53868e-05,158858659,0.878743
5x,180779525,contig_370,1,8124,4.49387e-05,158866783,0.878787
5x,180779525,contig_481,1,7871,4.35392e-05,158874654,0.878831
5x,180779525,contig_573,1,7866,4.35116e-05,158882520,0.878875
5x,180779525,contig_184,1,7859,4.34728e-05,158890379,0.878918
5x,180779525,contig_734,1,7857,4.34618e-05,158898236,0.878961
5x,180779525,contig_383,1,7680,4.24827e-05,158905916,0.879004
5x,180779525,contig_156,1,7526,4.16308e-05,158913442,0.879046
5x,180779525,contig_442,1,7043,3.89591e-05,158920485,0.879085
5x,180779525,contig_839,1,6942,3.84004e-05,158927427,0.879123
5x,180779525,contig_1100,1,6365,3.52086e-05,158933792,0.879158
5x,180779525,contig_818,1,6303,3.48657e-05,158940095,0.879193
5x,180779525,contig_300,1,6152,3.40304e-05,158946247,0.879227
5x,180779525,contig_780,1,6079,3.36266e-05,158952326,0.879261
5x,180779525,contig_668,1,5844,3.23267e-05,158958170,0.879293
5x,180779525,contig_432,1,5800,3.20833e-05,158963970,0.879325
5x,180779525,contig_168,1,5736,3.17293e-05,158969706,0.879357
5x,180779525,contig_233,1,5520,3.05344e-05,158975226,0.879387
5x,180779525,contig_824,1,5343,2.95553e-05,158980569,0.879417
5x,180779525,contig_16,1,5336,2.95166e-05,158985905,0.879446
5x,180779525,contig_514,1,4970,2.74921e-05,158990875,0.879474
5x,180779525,contig_437,1,4741,2.62253e-05,158995616,0.8795
5x,180779525,contig_194,1,4738,2.62087e-05,159000354,0.879526
5x,180779525,contig_926,1,4701,2.60041e-05,159005055,0.879552
5x,180779525,contig_979,1,4676,2.58658e-05,159009731,0.879578
5x,180779525,contig_1153,1,4387,2.42671e-05,159014118,0.879602
5x,180779525,contig_1017,1,4265,2.35923e-05,159018383,0.879626
5x,180779525,contig_547,1,4205,2.32604e-05,159022588,0.879649
5x,180779525,contig_683,1,4081,2.25745e-05,159026669,0.879672
5x,180779525,contig_996,1,4039,2.23421e-05,159030708,0.879694
5x,180779525,contig_1083,1,4039,2.23421e-05,159034747,0.879717
5x,180779525,contig_690,1,4006,2.21596e-05,159038753,0.879739
5x,180779525,contig_10,1,4002,2.21375e-05,159042755,0.879761
5x,180779525,contig_692,1,4001,2.21319e-05,159046756,0.879783
5x,180779525,contig_943,1,3944,2.18166e-05,159050700,0.879805
5x,180779525,contig_321,1,3762,2.08099e-05,159054462,0.879826
5x,180779525,contig_961,1,3691,2.04171e-05,159058153,0.879846
5x,180779525,contig_883,1,3599,1.99082e-05,159061752,0.879866
5x,180779525,contig_1021,1,3587,1.98418e-05,159065339,0.879886
5x,180779525,contig_521,1,3503,1.93772e-05,159068842,0.879905
5x,180779525,contig_915,1,3365,1.86138e-05,159072207,0.879924
5x,180779525,contig_362,1,3345,1.85032e-05,159075552,0.879942
5x,180779525,contig_921,1,3118,1.72475e-05,159078670,0.87996
5x,180779525,contig_749,1,3045,1.68437e-05,159081715,0.879976
5x,180779525,contig_978,1,2942,1.6274e-05,159084657,0.879993
5x,180779525,contig_45,1,2937,1.62463e-05,159087594,0.880009
5x,180779525,contig_643,1,2745,1.51842e-05,159090339,0.880024
5x,180779525,contig_983,1,2648,1.46477e-05,159092987,0.880039
5x,180779525,contig_826,1,2589,1.43213e-05,159095576,0.880053
5x,180779525,contig_1124,1,2573,1.42328e-05,159098149,0.880067
5x,180779525,contig_1092,1,2572,1.42273e-05,159100721,0.880082
5x,180779525,contig_820,1,2566,1.41941e-05,159103287,0.880096
5x,180779525,contig_438,1,2535,1.40226e-05,159105822,0.88011
5x,180779525,contig_546,1,2440,1.34971e-05,159108262,0.880123
5x,180779525,contig_1130,1,2406,1.3309e-05,159110668,0.880137
5x,180779525,contig_956,1,2321,1.28388e-05,159112989,0.880149
5x,180779525,contig_822,1,2226,1.23133e-05,159115215,0.880162
5x,180779525,contig_312,1,2147,1.18763e-05,159117362,0.880174
5x,180779525,contig_434,1,2110,1.16717e-05,159119472,0.880185
5x,180779525,contig_508,1,2045,1.13121e-05,159121517,0.880197
5x,180779525,contig_799,1,1991,1.10134e-05,159123508,0.880208
5x,180779525,contig_561,1,1942,1.07424e-05,159125450,0.880218
5x,180779525,contig_1115,1,1916,1.05985e-05,159127366,0.880229
5x,180779525,contig_680,1,1603,8.86715e-06,159128969,0.880238
5x,180779525,contig_802,1,1525,8.43569e-06,159130494,0.880246
5x,180779525,contig_816,1,1519,8.4025e-06,159132013,0.880255
5x,180779525,contig_1140,1,1326,7.3349e-06,159133339,0.880262
5x,180779525,contig_830,1,1212,6.7043e-06,159134551,0.880269
5x,180779525,contig_722,1,1133,6.2673e-06,159135684,0.880275
5x,180779525,contig_667,1,1130,6.25071e-06,159136814,0.880281
5x,180779525,contig_320,1,1096,6.06263e-06,159137910,0.880287
5x,180779525,contig_1121,1,1019,5.6367e-06,159138929,0.880293
5x,180779525,contig_730,1,926,5.12226e-06,159139855,0.880298
5x,180779525,contig_261,1,922,5.10014e-06,159140777,0.880303
5x,180779525,contig_89,1,876,4.84568e-06,159141653,0.880308
5x,180779525,contig_476,1,843,4.66314e-06,159142496,0.880313
5x,180779525,contig_1141,1,802,4.43634e-06,159143298,0.880317
5x,180779525,contig_426,1,773,4.27593e-06,159144071,0.880321
5x,180779525,contig_753,1,756,4.18189e-06,159144827,0.880326
5x,180779525,contig_206,1,736,4.07126e-06,159145563,0.88033
5x,180779525,contig_1148,1,731,4.0436e-06,159146294,0.880334
5x,180779525,contig_1077,1,687,3.80021e-06,159146981,0.880337
5x,180779525,contig_989,1,595,3.2913e-06,159147576,0.880341
5x,180779525,contig_417,1,573,3.16961e-06,159148149,0.880344
5x,180779525,contig_375,1,562,3.10876e-06,159148711,0.880347
5x,180779525,contig_1048,1,550,3.04238e-06,159149261,0.88035
5x,180779525,contig_179,1,537,2.97047e-06,159149798,0.880353
5x,180779525,contig_791,1,535,2.95941e-06,159150333,0.880356
5x,180779525,contig_293,1,535,2.95941e-06,159150868,0.880359
15x,180779525,scaffold_58,1,29036111,0.160616,29036111,0.160616
15x,180779525,contig_10,1,25452330,0.140792,54488441,0.301408
15x,180779525,scaffold_37,1,24539593,0.135743,79028034,0.437151
15x,180779525,contig_13,1,20660646,0.114286,99688680,0.551438
15x,180779525,scaffold_5,1,13112274,0.0725319,112800954,0.62397
15x,180779525,contig_25,1,9554231,0.0528502,122355185,0.67682
15x,180779525,contig_70,1,5270833,0.0291561,127626018,0.705976
15x,180779525,scaffold_92,1,3698915,0.0204609,131324933,0.726437
15x,180779525,contig_82,1,3662640,0.0202603,134987573,0.746697
15x,180779525,contig_14,1,3375514,0.018672,138363087,0.765369
15x,180779525,contig_17,1,3322200,0.0183771,141685287,0.783746
15x,180779525,scaffold_40,1,3146449,0.0174049,144831736,0.801151
15x,180779525,contig_59,1,3043540,0.0168356,147875276,0.817987
15x,180779525,contig_75,1,2866742,0.0158577,150742018,0.833845
15x,180779525,contig_60,1,1775486,0.00982128,152517504,0.843666
15x,180779525,scaffold_26,1,1425993,0.00788802,153943497,0.851554
15x,180779525,contig_6,1,1318930,0.00729579,155262427,0.85885
15x,180779525,contig_28,1,1318928,0.00729578,156581355,0.866145
15x,180779525,scaffold_23,1,1195905,0.00661527,157777260,0.872761
15x,180779525,contig_112,1,1134836,0.00627746,158912096,0.879038
15x,180779525,contig_51,1,1106536,0.00612091,160018632,0.885159
15x,180779525,contig_31,1,1057519,0.00584977,161076151,0.891009
15x,180779525,contig_83,1,1016993,0.0056256,162093144,0.896634
15x,180779525,contig_30,1,937797,0.00518752,163030941,0.901822
15x,180779525,contig_11,1,831546,0.00459978,163862487,0.906422
15x,180779525,contig_86,1,815957,0.00451355,164678444,0.910935
15x,180779525,contig_9,1,781986,0.00432563,165460430,0.915261
15x,180779525,contig_157,1,702515,0.00388603,166162945,0.919147
15x,180779525,scaffold_29,1,653725,0.00361615,166816670,0.922763
15x,180779525,contig_4,1,652232,0.00360789,167468902,0.926371
15x,180779525,contig_12,1,562879,0.00311362,168031781,0.929485
15x,180779525,contig_38,1,541239,0.00299392,168573020,0.932478
15x,180779525,contig_49,1,464634,0.00257017,169037654,0.935049
15x,180779525,contig_48,1,462076,0.00255602,169499730,0.937605
15x,180779525,contig_18,1,426016,0.00235655,169925746,0.939961
15x,180779525,contig_41,1,348546,0.00192802,170274292,0.941889
15x,180779525,contig_54,1,343651,0.00190094,170617943,0.94379
15x,180779525,contig_39,1,339936,0.00188039,170957879,0.945671
15x,180779525,scaffold_65,1,305304,0.00168882,171263183,0.947359
15x,180779525,contig_165,1,300407,0.00166173,171563590,0.949021
15x,180779525,contig_258,1,285350,0.00157844,171848940,0.9506
15x,180779525,contig_129,1,261735,0.00144781,172110675,0.952047
15x,180779525,contig_22,1,232496,0.00128607,172343171,0.953333
15x,180779525,contig_73,1,232325,0.00128513,172575496,0.954619
15x,180779525,contig_81,1,200554,0.00110938,172776050,0.955728
15x,180779525,contig_72,1,200286,0.0011079,172976336,0.956836
15x,180779525,contig_33,1,194064,0.00107348,173170400,0.957909
15x,180779525,contig_145,1,185322,0.00102513,173355722,0.958934
15x,180779525,contig_262,1,184534,0.00102077,173540256,0.959955
15x,180779525,contig_195,1,183017,0.00101238,173723273,0.960968
15x,180779525,contig_43,1,177773,0.000983369,173901046,0.961951
15x,180779525,contig_187,1,170504,0.00094316,174071550,0.962894
15x,180779525,contig_139,1,166512,0.000921078,174238062,0.963815
15x,180779525,contig_56,1,162597,0.000899422,174400659,0.964715
15x,180779525,contig_558,1,155268,0.00085888,174555927,0.965574
15x,180779525,contig_63,1,154584,0.000855097,174710511,0.966429
15x,180779525,contig_42,1,150261,0.000831184,174860772,0.96726
15x,180779525,contig_46,1,148948,0.000823921,175009720,0.968084
15x,180779525,contig_76,1,144963,0.000801877,175154683,0.968886
15x,180779525,contig_659,1,129132,0.000714307,175283815,0.9696
15x,180779525,contig_741,1,125636,0.000694968,175409451,0.970295
15x,180779525,contig_725,1,125059,0.000691776,175534510,0.970987
15x,180779525,contig_77,1,123906,0.000685398,175658416,0.971672
15x,180779525,contig_36,1,118625,0.000656186,175777041,0.972328
15x,180779525,contig_727,1,108290,0.000599017,175885331,0.972927
15x,180779525,contig_24,1,107336,0.00059374,175992667,0.973521
15x,180779525,contig_98,1,97182,0.000537572,176089849,0.974059
15x,180779525,contig_179,1,95681,0.000529269,176185530,0.974588
15x,180779525,contig_135,1,95139,0.000526271,176280669,0.975114
15x,180779525,contig_7,1,94438,0.000522393,176375107,0.975637
15x,180779525,contig_426,1,91957,0.000508669,176467064,0.976145
15x,180779525,contig_89,1,89114,0.000492943,176556178,0.976638
15x,180779525,contig_348,1,82625,0.000457048,176638803,0.977095
15x,180779525,contig_297,1,79026,0.00043714,176717829,0.977532
15x,180779525,contig_604,1,78751,0.000435619,176796580,0.977968
15x,180779525,contig_102,1,71489,0.000395449,176868069,0.978363
15x,180779525,contig_719,1,70321,0.000388988,176938390,0.978752
15x,180779525,contig_520,1,62805,0.000347412,177001195,0.9791
15x,180779525,contig_32,1,62213,0.000344137,177063408,0.979444
15x,180779525,contig_128,1,61983,0.000342865,177125391,0.979787
15x,180779525,contig_389,1,61560,0.000340525,177186951,0.980127
15x,180779525,contig_622,1,61204,0.000338556,177248155,0.980466
15x,180779525,contig_197,1,60079,0.000332333,177308234,0.980798
15x,180779525,contig_94,1,53986,0.000298629,177362220,0.981097
15x,180779525,contig_104,1,53202,0.000294292,177415422,0.981391
15x,180779525,contig_147,1,52395,0.000289828,177467817,0.981681
15x,180779525,contig_415,1,51466,0.000284689,177519283,0.981966
15x,180779525,contig_407,1,48083,0.000265976,177567366,0.982232
15x,180779525,contig_480,1,47973,0.000265367,177615339,0.982497
15x,180779525,contig_715,1,46989,0.000259924,177662328,0.982757
15x,180779525,contig_366,1,46385,0.000256583,177708713,0.983013
15x,180779525,contig_143,1,46165,0.000255366,177754878,0.983269
15x,180779525,contig_633,1,43944,0.000243081,177798822,0.983512
15x,180779525,contig_50,1,42562,0.000235436,177841384,0.983747
15x,180779525,contig_141,1,42032,0.000232504,177883416,0.98398
15x,180779525,contig_122,1,40555,0.000224334,177923971,0.984204
15x,180779525,contig_243,1,37705,0.000208569,177961676,0.984413
15x,180779525,contig_437,1,33354,0.000184501,177995030,0.984597
15x,180779525,contig_736,1,31619,0.000174904,178026649,0.984772
15x,180779525,contig_384,1,31400,0.000173692,178058049,0.984946
15x,180779525,scaffold_750,1,30421,0.000168277,178088470,0.985114
15x,180779525,contig_172,1,29571,0.000163575,178118041,0.985278
15x,180779525,contig_693,1,28728,0.000158912,178146769,0.985437
15x,180779525,contig_563,1,25914,0.000143346,178172683,0.98558
15x,180779525,contig_708,1,25497,0.000141039,178198180,0.985721
15x,180779525,contig_236,1,24501,0.00013553,178222681,0.985857
15x,180779525,contig_100,1,24014,0.000132836,178246695,0.985989
15x,180779525,contig_207,1,23618,0.000130645,178270313,0.98612
15x,180779525,contig_664,1,23484,0.000129904,178293797,0.98625
15x,180779525,contig_336,1,22591,0.000124964,178316388,0.986375
15x,180779525,contig_97,1,22188,0.000122735,178338576,0.986498
15x,180779525,contig_464,1,20989,0.000116103,178359565,0.986614
15x,180779525,contig_626,1,20311,0.000112352,178379876,0.986726
15x,180779525,contig_401,1,20058,0.000110953,178399934,0.986837
15x,180779525,contig_182,1,19337,0.000106965,178419271,0.986944
15x,180779525,contig_216,1,18934,0.000104735,178438205,0.987049
15x,180779525,contig_66,1,18066,9.99339e-05,178456271,0.987149
15x,180779525,contig_230,1,16875,9.33457e-05,178473146,0.987242
15x,180779525,contig_751,1,15215,8.41633e-05,178488361,0.987326
15x,180779525,contig_160,1,14482,8.01086e-05,178502843,0.987406
