coverage,genome_size,contig_name,contig_rank,contig_size,contig_prop,contig_cumsum,contig_cumsum_prop
10x,180779525,contig_202,1,4968,2.7481e-05,176122336,0.974238
10x,180779525,contig_470,1,4672,2.58436e-05,176127008,0.974264
10x,180779525,contig_696,1,4633,2.56279e-05,176131641,0.97429
10x,180779525,contig_201,1,4596,2.54232e-05,176136237,0.974315
10x,180779525,contig_188,1,4579,2.53292e-05,176140816,0.974341
10x,180779525,contig_374,1,4576,2.53126e-05,176145392,0.974366
10x,180779525,contig_534,1,4547,2.51522e-05,176149939,0.974391
10x,180779525,contig_298,1,4506,2.49254e-05,176154445,0.974416
10x,180779525,contig_637,1,4470,2.47263e-05,176158915,0.974441
10x,180779525,contig_220,1,4445,2.4588e-05,176163360,0.974465
10x,180779525,contig_493,1,4436,2.45382e-05,176167796,0.97449
10x,180779525,contig_399,1,4431,2.45105e-05,176172227,0.974514
10x,180779525,contig_815,1,4395,2.43114e-05,176176622,0.974539
10x,180779525,contig_646,1,4314,2.38633e-05,176180936,0.974562
10x,180779525,contig_659,1,4238,2.34429e-05,176185174,0.974586
10x,180779525,contig_728,1,4095,2.26519e-05,176189269,0.974609
10x,180779525,contig_398,1,4087,2.26076e-05,176193356,0.974631
10x,180779525,contig_523,1,4031,2.22979e-05,176197387,0.974653
10x,180779525,contig_546,1,3962,2.19162e-05,176201349,0.974675
10x,180779525,contig_389,1,3933,2.17558e-05,176205282,0.974697
10x,180779525,contig_576,1,3732,2.06439e-05,176209014,0.974718
10x,180779525,contig_478,1,3649,2.01848e-05,176212663,0.974738
10x,180779525,contig_792,1,3600,1.99138e-05,176216263,0.974758
10x,180779525,contig_517,1,3590,1.98584e-05,176219853,0.974778
10x,180779525,contig_274,1,3583,1.98197e-05,176223436,0.974798
10x,180779525,contig_514,1,3576,1.9781e-05,176227012,0.974817
10x,180779525,contig_227,1,3527,1.951e-05,176230539,0.974837
10x,180779525,contig_574,1,3490,1.93053e-05,176234029,0.974856
10x,180779525,contig_319,1,3490,1.93053e-05,176237519,0.974875
10x,180779525,contig_825,1,3431,1.89789e-05,176240950,0.974894
10x,180779525,contig_121,1,3381,1.87023e-05,176244331,0.974913
10x,180779525,contig_318,1,3316,1.83428e-05,176247647,0.974931
10x,180779525,contig_476,1,3274,1.81105e-05,176250921,0.97495
10x,180779525,contig_245,1,3203,1.77177e-05,176254124,0.974967
10x,180779525,contig_387,1,3136,1.73471e-05,176257260,0.974985
10x,180779525,contig_749,1,3016,1.66833e-05,176260276,0.975001
10x,180779525,contig_192,1,2993,1.65561e-05,176263269,0.975018
10x,180779525,contig_564,1,2979,1.64786e-05,176266248,0.975034
10x,180779525,contig_636,1,2969,1.64233e-05,176269217,0.975051
10x,180779525,contig_556,1,2929,1.62021e-05,176272146,0.975067
10x,180779525,contig_430,1,2915,1.61246e-05,176275061,0.975083
10x,180779525,contig_291,1,2647,1.46421e-05,176277708,0.975098
10x,180779525,contig_770,1,2587,1.43102e-05,176280295,0.975112
10x,180779525,contig_275,1,2505,1.38567e-05,176282800,0.975126
10x,180779525,contig_232,1,2312,1.27891e-05,176285112,0.975139
10x,180779525,contig_704,1,2267,1.25401e-05,176287379,0.975151
10x,180779525,contig_482,1,2241,1.23963e-05,176289620,0.975164
10x,180779525,contig_164,1,2225,1.23078e-05,176291845,0.975176
10x,180779525,contig_101,1,2196,1.21474e-05,176294041,0.975188
10x,180779525,contig_673,1,2187,1.20976e-05,176296228,0.9752
10x,180779525,contig_716,1,2124,1.17491e-05,176298352,0.975212
10x,180779525,contig_322,1,2103,1.1633e-05,176300455,0.975224
10x,180779525,contig_793,1,2025,1.12015e-05,176302480,0.975235
10x,180779525,contig_605,1,2009,1.1113e-05,176304489,0.975246
10x,180779525,contig_123,1,1951,1.07922e-05,176306440,0.975257
10x,180779525,contig_392,1,1785,9.87391e-06,176308225,0.975267
10x,180779525,contig_413,1,1693,9.365e-06,176309918,0.975276
10x,180779525,contig_89,1,1668,9.22671e-06,176311586,0.975285
10x,180779525,contig_153,1,1668,9.22671e-06,176313254,0.975294
10x,180779525,contig_773,1,1639,9.06629e-06,176314893,0.975303
10x,180779525,contig_377,1,1562,8.64036e-06,176316455,0.975312
10x,180779525,contig_757,1,1542,8.52973e-06,176317997,0.975321
10x,180779525,contig_632,1,1540,8.51866e-06,176319537,0.975329
10x,180779525,contig_763,1,1407,7.78296e-06,176320944,0.975337
10x,180779525,contig_612,1,1347,7.45107e-06,176322291,0.975344
10x,180779525,contig_823,1,1321,7.30724e-06,176323612,0.975352
10x,180779525,contig_265,1,1250,6.9145e-06,176324862,0.975359
10x,180779525,contig_717,1,1214,6.71536e-06,176326076,0.975365
10x,180779525,contig_518,1,1159,6.41112e-06,176327235,0.975372
10x,180779525,contig_411,1,1109,6.13454e-06,176328344,0.975378
10x,180779525,contig_199,1,1007,5.57032e-06,176329351,0.975383
10x,180779525,contig_437,1,875,4.84015e-06,176330226,0.975388
10x,180779525,contig_655,1,859,4.75164e-06,176331085,0.975393
10x,180779525,contig_415,1,858,4.74611e-06,176331943,0.975398
10x,180779525,contig_513,1,812,4.49166e-06,176332755,0.975402
10x,180779525,contig_394,1,783,4.33124e-06,176333538,0.975407
10x,180779525,contig_789,1,772,4.2704e-06,176334310,0.975411
10x,180779525,contig_731,1,753,4.16529e-06,176335063,0.975415
10x,180779525,contig_628,1,749,4.14317e-06,176335812,0.975419
10x,180779525,contig_400,1,721,3.98828e-06,176336533,0.975423
10x,180779525,contig_640,1,696,3.84999e-06,176337229,0.975427
10x,180779525,contig_236,1,656,3.62873e-06,176337885,0.975431
10x,180779525,contig_743,1,655,3.6232e-06,176338540,0.975434
10x,180779525,contig_549,1,617,3.413e-06,176339157,0.975438
10x,180779525,contig_527,1,534,2.95387e-06,176339691,0.975441
10x,180779525,contig_596,1,511,2.82665e-06,176340202,0.975443
10x,180779525,contig_136,1,216,1.19483e-06,176340418,0.975445
fulldata,180779525,contig_14,1,33532604,0.185489,33532604,0.185489
fulldata,180779525,scaffold_8,1,25974357,0.14368,59506961,0.329169
fulldata,180779525,contig_3,1,24809320,0.137235,84316281,0.466404
fulldata,180779525,contig_12,1,24670947,0.13647,108987228,0.602874
fulldata,180779525,scaffold_5,1,24310728,0.134477,133297956,0.737351
fulldata,180779525,contig_2,1,6533225,0.0361392,139831181,0.77349
fulldata,180779525,contig_19,1,5313860,0.0293941,145145041,0.802884
fulldata,180779525,contig_51,1,4873004,0.0269555,150018045,0.82984
fulldata,180779525,contig_13,1,3604975,0.0199413,153623020,0.849781
fulldata,180779525,contig_17,1,3563497,0.0197118,157186517,0.869493
fulldata,180779525,contig_163,1,2762273,0.0152798,159948790,0.884773
fulldata,180779525,contig_7,1,2655257,0.0146878,162604047,0.899461
fulldata,180779525,contig_30,1,1766142,0.00976959,164370189,0.90923
fulldata,180779525,scaffold_455,1,1708537,0.00945094,166078726,0.918681
fulldata,180779525,scaffold_15,1,1632696,0.00903142,167711422,0.927712
fulldata,180779525,contig_11,1,1431362,0.00791772,169142784,0.93563
fulldata,180779525,contig_78,1,1279291,0.00707653,170422075,0.942707
fulldata,180779525,contig_109,1,1036536,0.0057337,171458611,0.94844
fulldata,180779525,contig_58,1,840239,0.00464787,172298850,0.953088
fulldata,180779525,contig_9,1,603137,0.00333631,172901987,0.956425
fulldata,180779525,contig_33,1,577491,0.00319445,173479478,0.959619
fulldata,180779525,contig_156,1,519387,0.00287304,173998865,0.962492
fulldata,180779525,contig_128,1,444243,0.00245737,174443108,0.964949
fulldata,180779525,contig_41,1,432259,0.00239108,174875367,0.967341
fulldata,180779525,contig_104,1,388430,0.00214864,175263797,0.969489
fulldata,180779525,contig_25,1,351010,0.00194165,175614807,0.971431
fulldata,180779525,contig_133,1,344797,0.00190728,175959604,0.973338
fulldata,180779525,contig_110,1,291397,0.00161189,176251001,0.97495
fulldata,180779525,contig_348,1,270701,0.00149741,176521702,0.976447
fulldata,180779525,contig_342,1,247395,0.00136849,176769097,0.977816
fulldata,180779525,contig_360,1,234230,0.00129567,177003327,0.979112
fulldata,180779525,contig_275,1,203507,0.00112572,177206834,0.980237
fulldata,180779525,contig_335,1,193655,0.00107122,177400489,0.981309
fulldata,180779525,contig_476,1,183641,0.00101583,177584130,0.982324
fulldata,180779525,contig_356,1,159802,0.000883961,177743932,0.983208
fulldata,180779525,contig_130,1,154560,0.000854964,177898492,0.984063
fulldata,180779525,contig_451,1,128419,0.000710363,178026911,0.984774
fulldata,180779525,contig_426,1,124839,0.000690559,178151750,0.985464
fulldata,180779525,contig_392,1,122518,0.000677721,178274268,0.986142
fulldata,180779525,contig_482,1,119456,0.000660783,178393724,0.986803
fulldata,180779525,contig_144,1,107989,0.000597352,178501713,0.9874
fulldata,180779525,contig_436,1,106301,0.000588015,178608014,0.987988
fulldata,180779525,contig_458,1,105213,0.000581996,178713227,0.98857
fulldata,180779525,contig_541,1,93665,0.000518117,178806892,0.989088
fulldata,180779525,contig_429,1,92272,0.000510412,178899164,0.989599
fulldata,180779525,contig_372,1,87308,0.000482953,178986472,0.990082
fulldata,180779525,contig_744,1,85886,0.000475087,179072358,0.990557
fulldata,180779525,contig_175,1,85265,0.000471652,179157623,0.991028
fulldata,180779525,contig_562,1,83757,0.00046331,179241380,0.991492
fulldata,180779525,contig_223,1,80219,0.000443739,179321599,0.991935
fulldata,180779525,contig_720,1,74418,0.000411651,179396017,0.992347
fulldata,180779525,contig_509,1,71494,0.000395476,179467511,0.992742
fulldata,180779525,contig_80,1,68751,0.000380303,179536262,0.993123
fulldata,180779525,contig_367,1,64777,0.00035832,179601039,0.993481
fulldata,180779525,contig_617,1,58344,0.000322736,179659383,0.993804
fulldata,180779525,contig_82,1,49330,0.000272874,179708713,0.994077
fulldata,180779525,contig_561,1,48700,0.000269389,179757413,0.994346
fulldata,180779525,contig_368,1,45496,0.000251666,179802909,0.994598
fulldata,180779525,contig_358,1,45043,0.00024916,179847952,0.994847
fulldata,180779525,contig_257,1,44487,0.000246084,179892439,0.995093
fulldata,180779525,contig_55,1,40966,0.000226608,179933405,0.99532
fulldata,180779525,contig_537,1,40401,0.000223482,179973806,0.995543
fulldata,180779525,contig_555,1,35930,0.00019875,180009736,0.995742
fulldata,180779525,contig_329,1,33523,0.000185436,180043259,0.995927
fulldata,180779525,contig_813,1,33187,0.000183577,180076446,0.996111
fulldata,180779525,contig_345,1,30044,0.000166191,180106490,0.996277
fulldata,180779525,contig_29,1,29582,0.000163636,180136072,0.996441
fulldata,180779525,contig_35,1,28599,0.000158198,180164671,0.996599
fulldata,180779525,contig_66,1,28569,0.000158032,180193240,0.996757
fulldata,180779525,contig_400,1,28331,0.000156716,180221571,0.996914
fulldata,180779525,contig_427,1,25060,0.000138622,180246631,0.997052
fulldata,180779525,contig_443,1,18594,0.000102855,180265225,0.997155
fulldata,180779525,contig_23,1,18306,0.000101261,180283531,0.997256
fulldata,180779525,contig_546,1,17824,9.85952e-05,180301355,0.997355
fulldata,180779525,contig_473,1,16875,9.33457e-05,180318230,0.997448
fulldata,180779525,contig_453,1,15413,8.52585e-05,180333643,0.997534
fulldata,180779525,contig_204,1,15036,8.31731e-05,180348679,0.997617
fulldata,180779525,contig_787,1,14700,8.13145e-05,180363379,0.997698
fulldata,180779525,contig_448,1,14343,7.93397e-05,180377722,0.997777
fulldata,180779525,contig_428,1,13870,7.67233e-05,180391592,0.997854
fulldata,180779525,contig_397,1,13737,7.59876e-05,180405329,0.99793
fulldata,180779525,contig_39,1,13589,7.51689e-05,180418918,0.998005
fulldata,180779525,contig_661,1,13078,7.23423e-05,180431996,0.998078
fulldata,180779525,contig_20,1,12456,6.89016e-05,180444452,0.998147
fulldata,180779525,contig_330,1,10895,6.02668e-05,180455347,0.998207
fulldata,180779525,contig_779,1,10487,5.80099e-05,180465834,0.998265
fulldata,180779525,contig_712,1,9009,4.98342e-05,180474843,0.998315
fulldata,180779525,contig_320,1,8946,4.94857e-05,180483789,0.998364
fulldata,180779525,contig_311,1,8413,4.65373e-05,180492202,0.998411
fulldata,180779525,contig_399,1,8150,4.50825e-05,180500352,0.998456
fulldata,180779525,contig_761,1,8032,4.44298e-05,180508384,0.9985
fulldata,180779525,contig_487,1,7955,4.40039e-05,180516339,0.998544
fulldata,180779525,contig_301,1,7929,4.38601e-05,180524268,0.998588
fulldata,180779525,contig_670,1,7565,4.18466e-05,180531833,0.99863
fulldata,180779525,contig_337,1,6999,3.87157e-05,180538832,0.998669
fulldata,180779525,contig_387,1,6646,3.6763e-05,180545478,0.998705
fulldata,180779525,contig_488,1,6105,3.37704e-05,180551583,0.998739
fulldata,180779525,contig_321,1,5931,3.28079e-05,180557514,0.998772
fulldata,180779525,contig_535,1,5895,3.26088e-05,180563409,0.998805
fulldata,180779525,contig_808,1,5835,3.22769e-05,180569244,0.998837
fulldata,180779525,contig_610,1,5746,3.17846e-05,180574990,0.998869
fulldata,180779525,contig_459,1,5727,3.16795e-05,180580717,0.9989
fulldata,180779525,contig_376,1,5627,3.11263e-05,180586344,0.998931
fulldata,180779525,contig_739,1,5521,3.054e-05,180591865,0.998962
fulldata,180779525,contig_34,1,5150,2.84877e-05,180597015,0.99899
fulldata,180779525,contig_747,1,4972,2.75031e-05,180601987,0.999018
fulldata,180779525,contig_145,1,4899,2.70993e-05,180606886,0.999045
fulldata,180779525,contig_290,1,4845,2.68006e-05,180611731,0.999072
fulldata,180779525,contig_150,1,4538,2.51024e-05,180616269,0.999097
fulldata,180779525,contig_92,1,4465,2.46986e-05,180620734,0.999122
fulldata,180779525,contig_759,1,4428,2.44939e-05,180625162,0.999146
fulldata,180779525,contig_619,1,4397,2.43224e-05,180629559,0.99917
fulldata,180779525,contig_721,1,4381,2.42339e-05,180633940,0.999195
fulldata,180779525,contig_273,1,4308,2.38301e-05,180638248,0.999219
fulldata,180779525,contig_741,1,4247,2.34927e-05,180642495,0.999242
fulldata,180779525,contig_579,1,4199,2.32272e-05,180646694,0.999265
fulldata,180779525,contig_50,1,3985,2.20434e-05,180650679,0.999287
fulldata,180779525,contig_478,1,3947,2.18332e-05,180654626,0.999309
fulldata,180779525,contig_47,1,3914,2.16507e-05,180658540,0.999331
fulldata,180779525,contig_172,1,3824,2.11528e-05,180662364,0.999352
fulldata,180779525,contig_696,1,3818,2.11196e-05,180666182,0.999373
fulldata,180779525,contig_636,1,3719,2.0572e-05,180669901,0.999394
fulldata,180779525,contig_140,1,3710,2.05222e-05,180673611,0.999414
fulldata,180779525,contig_493,1,3673,2.03176e-05,180677284,0.999434
fulldata,180779525,contig_211,1,3611,1.99746e-05,180680895,0.999454
fulldata,180779525,contig_278,1,3603,1.99304e-05,180684498,0.999474
fulldata,180779525,contig_147,1,3561,1.9698e-05,180688059,0.999494
fulldata,180779525,contig_640,1,3476,1.92278e-05,180691535,0.999513
fulldata,180779525,contig_669,1,3453,1.91006e-05,180694988,0.999532
fulldata,180779525,contig_268,1,3377,1.86802e-05,180698365,0.999551
fulldata,180779525,contig_526,1,3291,1.82045e-05,180701656,0.999569
fulldata,180779525,contig_245,1,3246,1.79556e-05,180704902,0.999587
fulldata,180779525,contig_74,1,3154,1.74467e-05,180708056,0.999605
fulldata,180779525,contig_162,1,3035,1.67884e-05,180711091,0.999621
fulldata,180779525,contig_796,1,3031,1.67663e-05,180714122,0.999638
fulldata,180779525,contig_587,1,2950,1.63182e-05,180717072,0.999655
fulldata,180779525,contig_168,1,2932,1.62187e-05,180720004,0.999671
fulldata,180779525,contig_795,1,2876,1.59089e-05,180722880,0.999687
fulldata,180779525,contig_613,1,2871,1.58812e-05,180725751,0.999703
fulldata,180779525,contig_583,1,2828,1.56434e-05,180728579,0.999718
fulldata,180779525,contig_785,1,2783,1.53944e-05,180731362,0.999734
fulldata,180779525,contig_203,1,2773,1.53391e-05,180734135,0.999749
fulldata,180779525,contig_224,1,2656,1.46919e-05,180736791,0.999764
fulldata,180779525,contig_597,1,2443,1.35137e-05,180739234,0.999777
fulldata,180779525,contig_111,1,2242,1.24018e-05,180741476,0.99979
fulldata,180779525,contig_658,1,2196,1.21474e-05,180743672,0.999802
fulldata,180779525,contig_680,1,2020,1.11738e-05,180745692,0.999813
fulldata,180779525,contig_689,1,1896,1.04879e-05,180747588,0.999823
fulldata,180779525,contig_87,1,1879,1.03939e-05,180749467,0.999834
fulldata,180779525,contig_183,1,1832,1.01339e-05,180751299,0.999844
fulldata,180779525,contig_159,1,1637,9.05523e-06,180752936,0.999853
fulldata,180779525,contig_769,1,1614,8.928e-06,180754550,0.999862
fulldata,180779525,contig_802,1,1575,8.71227e-06,180756125,0.999871
fulldata,180779525,contig_674,1,1551,8.57951e-06,180757676,0.999879
fulldata,180779525,contig_491,1,1421,7.8604e-06,180759097,0.999887
fulldata,180779525,contig_783,1,1253,6.93109e-06,180760350,0.999894
fulldata,180779525,contig_323,1,1247,6.89791e-06,180761597,0.999901
fulldata,180779525,contig_155,1,1211,6.69877e-06,180762808,0.999908
fulldata,180779525,contig_565,1,1205,6.66558e-06,180764013,0.999914
fulldata,180779525,contig_521,1,1205,6.66558e-06,180765218,0.999921
fulldata,180779525,contig_317,1,1172,6.48304e-06,180766390,0.999927
fulldata,180779525,contig_631,1,1145,6.33368e-06,180767535,0.999934
fulldata,180779525,contig_97,1,1136,6.2839e-06,180768671,0.99994
fulldata,180779525,contig_260,1,958,5.29927e-06,180769629,0.999945
fulldata,180779525,contig_70,1,956,5.28821e-06,180770585,0.999951
fulldata,180779525,contig_270,1,925,5.11673e-06,180771510,0.999956
fulldata,180779525,contig_195,1,923,5.10567e-06,180772433,0.999961
fulldata,180779525,contig_643,1,835,4.61889e-06,180773268,0.999965
fulldata,180779525,contig_199,1,804,4.44741e-06,180774072,0.99997
fulldata,180779525,contig_536,1,798,4.41422e-06,180774870,0.999974
fulldata,180779525,contig_687,1,755,4.17636e-06,180775625,0.999978
fulldata,180779525,contig_723,1,691,3.82234e-06,180776316,0.999982
fulldata,180779525,contig_713,1,611,3.37981e-06,180776927,0.999986
fulldata,180779525,contig_90,1,583,3.22492e-06,180777510,0.999989
fulldata,180779525,contig_797,1,548,3.03132e-06,180778058,0.999992
fulldata,180779525,contig_309,1,540,2.98706e-06,180778598,0.999995
fulldata,180779525,contig_81,1,523,2.89303e-06,180779121,0.999998
fulldata,180779525,contig_236,1,404,2.23477e-06,180779525,1
30x,180779525,contig_15,1,32965397,0.182351,32965397,0.182351
30x,180779525,contig_21,1,28705438,0.158787,61670835,0.341138
30x,180779525,contig_3,1,26446775,0.146293,88117610,0.487431
30x,180779525,scaffold_2,1,25310483,0.140007,113428093,0.627439
30x,180779525,contig_17,1,20561232,0.113737,133989325,0.741175
30x,180779525,contig_164,1,5272872,0.0291674,139262197,0.770343
30x,180779525,scaffold_79,1,4497453,0.0248781,143759650,0.795221
30x,180779525,contig_7,1,3876166,0.0214414,147635816,0.816662
30x,180779525,contig_10,1,3377536,0.0186832,151013352,0.835345
30x,180779525,contig_5,1,3155196,0.0174533,154168548,0.852799
30x,180779525,contig_69,1,2553603,0.0141255,156722151,0.866924
30x,180779525,scaffold_480,1,2203694,0.01219,158925845,0.879114
30x,180779525,contig_1,1,2138651,0.0118302,161064496,0.890944
30x,180779525,contig_9,1,1875313,0.0103735,162939809,0.901318
30x,180779525,contig_70,1,1652731,0.00914225,164592540,0.91046
30x,180779525,contig_25,1,1467696,0.00811871,166060236,0.918579
30x,180779525,contig_6,1,1221379,0.00675618,167281615,0.925335
30x,180779525,contig_42,1,915296,0.00506305,168196911,0.930398
30x,180779525,contig_129,1,812021,0.00449178,169008932,0.93489
30x,180779525,contig_53,1,675670,0.00373754,169684602,0.938627
30x,180779525,contig_34,1,634944,0.00351226,170319546,0.94214
30x,180779525,contig_38,1,599556,0.0033165,170919102,0.945456
30x,180779525,contig_26,1,577880,0.0031966,171496982,0.948653
30x,180779525,contig_92,1,449411,0.00248596,171946393,0.951139
30x,180779525,contig_191,1,433298,0.00239683,172379691,0.953535
30x,180779525,contig_100,1,431396,0.00238631,172811087,0.955922
30x,180779525,contig_106,1,424957,0.00235069,173236044,0.958272
30x,180779525,contig_361,1,390967,0.00216267,173627011,0.960435
30x,180779525,contig_108,1,383958,0.0021239,174010969,0.962559
30x,180779525,contig_75,1,314236,0.00173823,174325205,0.964297
30x,180779525,contig_169,1,308196,0.00170482,174633401,0.966002
30x,180779525,contig_60,1,257551,0.00142467,174890952,0.967427
30x,180779525,contig_91,1,217766,0.00120459,175108718,0.968631
30x,180779525,contig_181,1,215637,0.00119282,175324355,0.969824
30x,180779525,contig_131,1,212705,0.0011766,175537060,0.971001
30x,180779525,contig_119,1,200167,0.00110724,175737227,0.972108
30x,180779525,contig_47,1,189378,0.00104756,175926605,0.973156
30x,180779525,contig_74,1,183077,0.00101271,176109682,0.974168
30x,180779525,contig_279,1,174955,0.000967781,176284637,0.975136
30x,180779525,contig_94,1,169110,0.000935449,176453747,0.976072
30x,180779525,contig_161,1,163849,0.000906347,176617596,0.976978
30x,180779525,contig_321,1,161423,0.000892927,176779019,0.977871
30x,180779525,contig_61,1,146014,0.000807691,176925033,0.978678
30x,180779525,contig_71,1,138027,0.00076351,177063060,0.979442
30x,180779525,contig_249,1,134011,0.000741295,177197071,0.980183
30x,180779525,contig_170,1,133157,0.000736571,177330228,0.98092
30x,180779525,contig_546,1,123821,0.000684928,177454049,0.981605
30x,180779525,contig_203,1,115912,0.000641179,177569961,0.982246
30x,180779525,contig_67,1,115206,0.000637273,177685167,0.982883
30x,180779525,contig_354,1,112017,0.000619633,177797184,0.983503
30x,180779525,contig_58,1,104705,0.000579186,177901889,0.984082
30x,180779525,contig_140,1,100786,0.000557508,178002675,0.98464
30x,180779525,contig_11,1,96945,0.000536261,178099620,0.985176
30x,180779525,contig_499,1,90623,0.00050129,178190243,0.985677
30x,180779525,contig_148,1,87409,0.000483512,178277652,0.986161
30x,180779525,contig_96,1,86423,0.000478057,178364075,0.986639
30x,180779525,contig_540,1,81751,0.000452214,178445826,0.987091
30x,180779525,contig_44,1,75516,0.000417724,178521342,0.987509
30x,180779525,contig_595,1,71880,0.000397611,178593222,0.987906
30x,180779525,contig_568,1,69912,0.000386725,178663134,0.988293
30x,180779525,contig_709,1,63540,0.000351478,178726674,0.988644
30x,180779525,contig_297,1,62967,0.000348308,178789641,0.988993
30x,180779525,contig_366,1,62309,0.000344668,178851950,0.989337
30x,180779525,contig_781,1,56055,0.000310074,178908005,0.989648
30x,180779525,contig_85,1,50042,0.000276812,178958047,0.989924
30x,180779525,contig_49,1,49823,0.000275601,179007870,0.9902
30x,180779525,contig_109,1,48329,0.000267337,179056199,0.990467
30x,180779525,contig_685,1,42835,0.000236946,179099034,0.990704
30x,180779525,contig_299,1,42792,0.000236708,179141826,0.990941
30x,180779525,contig_339,1,42138,0.000233091,179183964,0.991174
30x,180779525,contig_577,1,40911,0.000226303,179224875,0.9914
30x,180779525,contig_154,1,39967,0.000221081,179264842,0.991621
30x,180779525,contig_814,1,37772,0.00020894,179302614,0.99183
30x,180779525,contig_570,1,35818,0.000198131,179338432,0.992028
30x,180779525,contig_234,1,33647,0.000186122,179372079,0.992215
30x,180779525,contig_206,1,33346,0.000184457,179405425,0.992399
30x,180779525,contig_461,1,33037,0.000182747,179438462,0.992582
30x,180779525,contig_431,1,32980,0.000182432,179471442,0.992764
30x,180779525,contig_102,1,26807,0.000148286,179498249,0.992912
30x,180779525,contig_130,1,24483,0.00013543,179522732,0.993048
30x,180779525,contig_334,1,23993,0.00013272,179546725,0.993181
30x,180779525,contig_730,1,23861,0.00013199,179570586,0.993313
30x,180779525,contig_343,1,23631,0.000130717,179594217,0.993443
30x,180779525,contig_73,1,21035,0.000116357,179615252,0.99356
30x,180779525,contig_728,1,20909,0.00011566,179636161,0.993675
30x,180779525,contig_761,1,20778,0.000114936,179656939,0.99379
30x,180779525,contig_628,1,20697,0.000114488,179677636,0.993905
30x,180779525,contig_746,1,19763,0.000109321,179697399,0.994014
30x,180779525,contig_372,1,19378,0.000107191,179716777,0.994121
30x,180779525,contig_637,1,18199,0.00010067,179734976,0.994222
30x,180779525,contig_322,1,17736,9.81085e-05,179752712,0.99432
30x,180779525,contig_703,1,17088,9.4524e-05,179769800,0.994415
30x,180779525,contig_78,1,16885,9.34011e-05,179786685,0.994508
30x,180779525,contig_350,1,16863,9.32794e-05,179803548,0.994601
30x,180779525,contig_377,1,16178,8.94902e-05,179819726,0.994691
30x,180779525,contig_188,1,15039,8.31897e-05,179834765,0.994774
30x,180779525,contig_476,1,14067,7.7813e-05,179848832,0.994852
30x,180779525,contig_40,1,13709,7.58327e-05,179862541,0.994928
30x,180779525,contig_37,1,13587,7.51578e-05,179876128,0.995003
30x,180779525,contig_101,1,12881,7.12525e-05,179889009,0.995074
30x,180779525,contig_387,1,12462,6.89348e-05,179901471,0.995143
30x,180779525,contig_103,1,11936,6.60252e-05,179913407,0.995209
30x,180779525,contig_420,1,11328,6.2662e-05,179924735,0.995272
30x,180779525,contig_650,1,10445,5.77776e-05,179935180,0.995329
30x,180779525,contig_725,1,10321,5.70916e-05,179945501,0.995387
30x,180779525,contig_295,1,10164,5.62232e-05,179955665,0.995443
30x,180779525,contig_661,1,10138,5.60794e-05,179965803,0.995499
30x,180779525,contig_624,1,10096,5.5847e-05,179975899,0.995555
30x,180779525,contig_83,1,10052,5.56036e-05,179985951,0.99561
30x,180779525,contig_801,1,9378,5.18753e-05,179995329,0.995662
30x,180779525,contig_483,1,9172,5.07358e-05,180004501,0.995713
30x,180779525,contig_437,1,9118,5.04371e-05,180013619,0.995763
30x,180779525,contig_80,1,9003,4.9801e-05,180022622,0.995813
30x,180779525,contig_560,1,8377,4.63382e-05,180030999,0.995859
30x,180779525,contig_134,1,8339,4.6128e-05,180039338,0.995906
30x,180779525,contig_223,1,8148,4.50715e-05,180047486,0.995951
30x,180779525,contig_410,1,8093,4.47672e-05,180055579,0.995995
30x,180779525,contig_344,1,8044,4.44962e-05,180063623,0.99604
30x,180779525,contig_364,1,8027,4.44022e-05,180071650,0.996084
30x,180779525,contig_438,1,8023,4.438e-05,180079673,0.996129
30x,180779525,contig_13,1,7714,4.26708e-05,180087387,0.996171
30x,180779525,contig_291,1,7544,4.17304e-05,180094931,0.996213
30x,180779525,contig_176,1,7424,4.10666e-05,180102355,0.996254
30x,180779525,contig_717,1,7242,4.00598e-05,180109597,0.996294
30x,180779525,contig_262,1,7217,3.99216e-05,180116814,0.996334
30x,180779525,contig_489,1,7149,3.95454e-05,180123963,0.996374
30x,180779525,contig_122,1,7127,3.94237e-05,180131090,0.996413
30x,180779525,contig_139,1,7079,3.91582e-05,180138169,0.996452
30x,180779525,contig_298,1,6947,3.8428e-05,180145116,0.996491
30x,180779525,contig_705,1,6942,3.84004e-05,180152058,0.996529
30x,180779525,contig_675,1,6899,3.81625e-05,180158957,0.996567
30x,180779525,contig_237,1,6733,3.72443e-05,180165690,0.996605
30x,180779525,contig_442,1,6712,3.71281e-05,180172402,0.996642
30x,180779525,contig_39,1,6672,3.69068e-05,180179074,0.996679
30x,180779525,contig_124,1,6489,3.58946e-05,180185563,0.996714
30x,180779525,contig_201,1,6488,3.5889e-05,180192051,0.99675
30x,180779525,contig_215,1,6283,3.4755e-05,180198334,0.996785
30x,180779525,contig_270,1,6261,3.46333e-05,180204595,0.99682
30x,180779525,contig_165,1,6213,3.43678e-05,180210808,0.996854
30x,180779525,contig_690,1,6101,3.37483e-05,180216909,0.996888
30x,180779525,contig_292,1,5930,3.28024e-05,180222839,0.996921
30x,180779525,contig_256,1,5906,3.26696e-05,180228745,0.996953
30x,180779525,contig_494,1,5883,3.25424e-05,180234628,0.996986
30x,180779525,contig_747,1,5766,3.18952e-05,180240394,0.997018
